_id,ID,APT,COMUNE_CODICE,COMUNE,DENOMINAZIONE,TIPOLOGIA,CATEGORIA,INDIRIZZO,FRAZIONE,CAP,PROV,TELEFONO,TELEFONO2,FAX,WEB,EMAIL,COORDX,COORDY,TOTALE_UNITA,TOTALE_LETTI,TOTALE_BAGNI
481,15866,2,054003,BETTONA,TENUTA DEL PERUGINO,Agriturismo,5 spighe,Via Brugnola 13,PASSAGGIO,06084,PG,0759869930,3488352319,0759869930,www.tenutadelperugino.it,info@tenutadelperugino.it,2318819.89347,4764860.29074,14,30,14
482,7910,2,054003,BETTONA,TORRE BURCHIO,Country house,Country house,Via Burchio 4/a,,06084,PG,075987193,3293718396,075987193,www.torreburchio.com,info@torreburchio.com,2314810.44061,4760239.99668,16,46,16
483,6664,6,054004,BEVAGNA,AFFITTACAMERE PIANDARCA,Affittacamere,Affittacamere,Via Madonna Addolorata 72,CANTALUPO,06031,PG,0742/361204,335/1438270,0742/361204,www.piandarca.it,info@piandarca.it,2322902.80033,4760052.48444,6,12,6
484,7611,6,054004,BEVAGNA,AGRITURISMO BELSITO PIAN DI BOCCIO,Agriturismo,3 spighe,Via Pian di Boccio 9,GAGLIOLI,06031,PG,0742/360164,0742/360391,0742/360391,www.piandiboccio.com,info@piandiboccio.com,2322927.57744,4753957.43286,9,24,9
485,18457,6,054004,BEVAGNA,AGRITURISMO ETICO LE GRAZIE,Agriturismo,3 spighe,Via Madonna delle Grazie 20,,06031,PG,0742/360350,393/9544414,,,segreteria@utopia2000.net,,,10,20,10
486,17512,6,054004,BEVAGNA,AGRITURISMO FATTORIA COLSANTO,Agriturismo,3 spighe,Via Montarone 2,,06031,PG,0742/360412,,0742/360412,www.livon.it,info@colsanto.it,,,4,8,4
487,16220,6,054004,BEVAGNA,AGRITURISMO FESTINA LENTE VIATOR,Agriturismo,2 spighe,Via Pantane 5,,06031,PG,0742/361370,,0742/393000,https://sites.google.com/site/festinalenteviator/,festina.lente.viator@gmail.com,2325936.97899,4757682.04211,2,7,2
488,13536,6,054004,BEVAGNA,AGRITURISMO I GETSEMANI,Agriturismo,3 spighe,Via Traversa Madonna delle Grazie 1,,06031,PG,0742/360817,335/5780706,0742/361575,www.attone.it,lamacinarossa@alice.it,2320398.13043,4760645.63747,7,20,7
489,9906,6,054004,BEVAGNA,AGRITURISMO IL CERQUETO,Agriturismo,Agriturismo,Vocabolo Cerqueto 242,,06031,PG,348/5174454,,,http://bevagna.jimdo.com/,first@unipg.it,2325000.71572,4755117.03761,2,7,3
490,9939,6,054004,BEVAGNA,AGRITURISMO IL GIARDINO DEGLI ELFI,Agriturismo con area di sosta,4 spighe,Via delle Pietre 10,CANTALUPO,06031,PG,0742/362014,3356328098,0742/840406,www.ilgiardinodeglielfi.it,info@ilgiardinodeglielfi.it,2323382.78304,4761025.07719,8,22,6
491,18000,6,054004,BEVAGNA,AGRITURISMO LA CASETTA DI CHIARA,Agriturismo,1 spiga,Via delle Pianate San Sisto 62,,06031,PG,347/1128648,,,,lacasettadichiara@gmail.com,,,5,14,5
492,16103,6,054004,BEVAGNA,AGRITURISMO LA TANA DEL LUPO,Agriturismo,Agriturismo,Via Cantalupo 7/9,CANTALUPO,06031,PG,335/1625930,0742/360363,0742/360363,,ing.alessiamicarelli@gmail.com,2323113.81866,4759749.42751,4,9,4
493,16431,6,054004,BEVAGNA,AGRITURISMO LA VIGNA ROSSA,Agriturismo,3 spighe,Via Pomontina 32,,06031,PG,0742/360571,347/5247916,,http://www.lavignarossa.it,info@lavignarossa.it,,,2,15,4
494,6573,6,054004,BEVAGNA,AGRITURISMO MAESTA' DELLE QUATTRO CHIAVI,Agriturismo,3 spighe,Via Castellara 1,,06031,PG,338/7999200,,055/685488,www.maestaquattrochiavi.it,mm.ottaviani@tin.it,2323799.68269,4755828.7054,5,13,7
495,5619,6,054004,BEVAGNA,AGRITURISMO MONTARONE,Agriturismo,Agriturismo,Montarone 63,,06031,PG,0742/360343,,0742/90554,,,2323493.56542,4758719.75765,2,4,2
496,7654,6,054004,BEVAGNA,AGRITURISMO VALLE TAMANTINA,Agriturismo,Agriturismo,Via Valle Tamantina 3,,06031,PG,0742/361228,339/3751866,0742/361228,www.valletamantina.it,agriturismo@valletamantina.it,2319265.90591,4759195.12551,6,19,6
497,18642,6,054004,BEVAGNA,ANTICO BORGO CARCERI,Case e appartamenti per vacanze,Case e appartamenti per vacanze,Via delle Carceri 6,TORRE DEL COLLE,06031,PG,0742/361930,340/9979621,,,info@anticoborgocarceri.com,,,13,50,15
498,16779,6,054004,BEVAGNA,B & B CASA ANNA,Bed & Breakfast,Bed & Breakfast,Piazza dell'Asilo 8,,06031,PG,334/8545998,,,www.bed-and-breakfast-bevagna.com,info@bed-and-breakfast-bevagna.com,,,3,5,1
499,18673,6,054004,BEVAGNA,B & B CASA TRANQUILLA,Bed & Breakfast,Bed & Breakfast,Via Madonna della Valle 26,,06031,PG,0742/361093,348/6034618,,,simonamolesti@yahoo.it,,,3,5,2
500,15133,6,054004,BEVAGNA,B & B IL GROTTO,Bed & Breakfast,Bed & Breakfast,Via Sant'Antonio 18,,06031,PG,0742/361133,,,www.ilgrotto.com,info@ilgrotto.com,2323800.91943,4755830.55234,2,4,2
501,10984,6,054004,BEVAGNA,B & B L'ARCA DI NOE',Bed & Breakfast,Bed & Breakfast,Via dell'Acquedotto Romano 5,,06031,PG,338/2685632,,,,thomas.pasqua@gmail.com,2323020.94032,4756835.00884,2,5,2
502,17000,6,054004,BEVAGNA,B & B L'ONDA DEL GRANO,Bed & Breakfast,Bed & Breakfast,Via Cantone 6,,06031,PG,0742/361002,,0742/260643,www.londadelgrano.it,londadelgrano@tiscali.it,,,3,6,3
503,10916,6,054004,BEVAGNA,B & B LA VALLE DEGLI ULIVI,Bed & Breakfast,Bed & Breakfast,Via Della Cima 16,,06031,PG,0742/360338,338/8696058,0742/360338,,priorimauro@alice.it,2323638.83739,4754867.43203,2,4,2
504,18837,6,054004,BEVAGNA,B & B MARINUCCI S HOUSE   LE STANZE DEL CANONICO,Bed & Breakfast,Bed & Breakfast,Via San Francesco 9,,06031,PG,0742 360229,333 1207957,,,marinuccishouse@gmail.com,,,2,4,2
505,15130,6,054004,BEVAGNA,B & B PORTA PERUGINA,Bed & Breakfast,Bed & Breakfast,Piazza Garibaldi 4,,06031,PG,0742/360695,,,,info@bbportaperugina.com,2324949.06316,4756398.10896,3,5,3
506,5470,6,054004,BEVAGNA,CAMPING PIAN DI BOCCIO,Campeggio,3 stelle,Via Pian di Boccio 10,,06031,PG,0742/360164,,0742/360391,www.piandiboccio.com,info@piandiboccio.com,2322927.57744,4753957.43286,78,302,60
507,14590,6,054004,BEVAGNA,CASA CARMELITA,Agriturismo,Agriturismo,Via Perugina 47/49,,06031,PG,342 1432748,328/0150586,,,simone.batori@gmail.com,2321039.70422,4762438.73234,1,4,1
508,18323,6,054004,BEVAGNA,CASA DI,Bed & Breakfast,Bed & Breakfast,Via del Sagrantino 2,,06031,PG,393/5213733,,,,loredana@neorema.net,,,2,5,1
509,18869,6,054004,BEVAGNA,Casa Cantone,Country house,Country house,Via Cantone 10,,06031,PG,0742361873,,,,info@casacantone.it,,,12,25,12
510,10828,6,054004,BEVAGNA,DEL CONSOLE,Case e appartamenti per vacanze,Case e appartamenti per vacanze,Vicolo Piazza Onofri 1,,06031,PG,0742/361913,,0742/369434,,info@elrancho.it,2324845.94375,4756232.54489,4,12,4
511,18588,6,054004,BEVAGNA,EDMOND HOUSE,Bed & Breakfast,Bed & Breakfast,Corso Amendola 22,,06031,PG,346/8360286,,,,edmondhouse@libero.it,,,2,4,2
512,8074,6,054004,BEVAGNA,EL RANCHO,Villaggio-Albergo,3 stelle,Via Flaminia 55/57,,06031,PG,0742/361913,,0742/369434,http://www.elrancho.it/,info@elrancho.it,2325959.26962,4756713.3478,21,44,22
513,16389,6,054004,BEVAGNA,FONTE ABELLANA,Agriturismo,3 spighe,Via Padulicchio 3,,06031,PG,0742/360264,339/1458560,,www.agriturismoabellana.it,info@agriturismoabellana.it,2324939.86182,4756367.47205,3,18,6
514,14095,6,054004,BEVAGNA,GENIUS LOCI,Agriturismo,Agriturismo,Via Monti Martani 23,,06031,PG,0742/362111,,0742/362111,www.geniuslociumbria.com,info@geniuslociumbria.it,2325030.64689,4753362.29087,8,20,9
515,18781,6,054004,BEVAGNA,HOTEL PALAZZO BRUNAMONTI,Albergo,3 stelle,Corso Matteotti 79,,06031,PG,0742/361932,,,www.brunamonti.com,hotel@brunamonti.com,,,21,46,24
516,18168,6,054004,BEVAGNA,I LOVE BEVAGNA,Affittacamere,Affittacamere,Vicolo del Gonfalone 1,,06031,PG,348/3118549,,,,barbara.pinchi@yahoo.it,,,1,3,1
517,7585,6,054004,BEVAGNA,IL CHIOSTRO DI BEVAGNA,Albergo,2 stelle,Corso Matteotti 107,,06031,PG,0742/361987,,0742/369231,www.ilchiostrodibevagna.com,info@ilchiostrodibevagna.com,2324997.94626,4756312.69784,14,31,15
518,13189,6,054004,BEVAGNA,IL CLITUNNO,Case e appartamenti per vacanze,Case e appartamenti per vacanze,Via Clitunno 10,,06031,PG,335/6499197,,0742/360924,www.ilclitunno.eu,info@ilclitunno.eu,2324890.69274,4755953.85126,3,12,4
519,18501,6,054004,BEVAGNA,IL COLLE DEI FALCONIERI,Agriturismo,3 spighe,Via delle Pianate San Sisto 34,CASTELBUONO,06031,PG,347/0167174,,,,studioing.luccioli@libero.it,,,4,10,7
520,13362,6,054004,BEVAGNA,IL CORBEZZOLO,Agriturismo,4 spighe,Via Marinaccio 6,CANTALUPO,06031,PG,0742/361933,,,www.ilcorbezzolo.it,info@ilcorbezzolo.it,2319267.10003,4759197.02856,6,11,7
521,7894,6,054004,BEVAGNA,IL POGGIO DEI PETTIROSSI,Villaggio-Albergo,3 stelle,Via del Poggio 1,,06031,PG,0742/361104,,0742/369238,www.ilpoggiodeipettirossi.it,info@ilpoggiodeipettirossi.it,2323686.16912,4755242.92188,29,58,29
522,18643,6,054004,BEVAGNA,IL POGGIO DELLE CIVITELLE,Agriturismo,Agriturismo,via Madonna della Valle 36,TORRE DEL COLLE,06031,PG,0742/381843,,,,info@poggiodellecivitelle.com,,,12,24,12
523,15442,6,054004,BEVAGNA,L'ANTICA TORRE,Affittacamere,Affittacamere,Corso Matteotti 1,,06031,PG,0742/361646,339 7828236,,www.lanticatorre.net,info@lanticatorre.net,2325139.34721,4756375.13895,1,2,1
524,5634,6,054004,BEVAGNA,L'ORTO DEGLI ANGELI,Residenza d'epoca,Residenza d'epoca,Via Dante Alighieri 1,,06031,PG,0742/360130,,0742/361756,www.ortoangeli.it,ortoangeli@ortoangeli.it,2324995.97206,4756312.19824,9,18,9
525,15302,6,054004,BEVAGNA,LA BIANCHELLA,Affittacamere,Affittacamere,Via Palombaro 4,,06031,PG,328/6128629,,,,billi.b@alice.it,2324939.86182,4756367.47205,1,2,1
526,16678,6,054004,BEVAGNA,LA CASA DI ERCOLE,Affittacamere,Affittacamere,Via Casercole 7,CANTALUPO,06031,PG,347/8289016,333/8649171,0742/369147,www.casadiercole.it,roberto@cantinadionigi.it,,,2,4,2
527,16341,6,054004,BEVAGNA,LA FONTE,Agriturismo,3 spighe,Via Pomontina 34,,06031,PG,0742/360968,3402560402,075/7823481,www.lafontedibevagna.it,info@lafontedibevagna.it,2316381.58553,4756263.8604,4,15,4
528,13539,6,054004,BEVAGNA,LA SOLEGGIATA,Agriturismo,Agriturismo,Via Sant' Andrea 10,,06031,PG,0742/72119,338/6687244,0742/72119,,masciotti.alessandra@gmail.com,2320970.33916,4762014.70615,1,9,5
529,14461,6,054004,BEVAGNA,LE LOGGE SUL TEATRO,Residenza d'epoca,Residenza d'epoca,Via Dante Alighieri 8,,06031,PG,0742/360130,,0742/361756,www.ortoangeli.it,ortoangeli@ortoangeli.it,2324983.43331,4756346.00441,5,10,6
530,7912,6,054004,BEVAGNA,LE MUSE,Case e appartamenti per vacanze,Case e appartamenti per vacanze,Corso Matteotti 40,,06031,PG,0742/361955,,0742/361951,www.appartamentilemuse.it,info@appartamentilemuse.it,2324949.32497,4756297.29738,5,19,5
531,15224,6,054004,BEVAGNA,LOCANDA SPIRITODIVINO,Affittacamere,Affittacamere,Via Onofri 5,,06031,PG,0742/361920,,,,info@spiritodivino.net,2324796.65321,4756224.28351,4,8,4
532,17910,6,054004,BEVAGNA,LOCANDA SPIRITODIVINO,Case e appartamenti per vacanze,Case e appartamenti per vacanze,Via Onofri 2/A,,06031,PG,0742/361920,,,,info@spiritodivino.net,,,4,12,4
533,15049,6,054004,BEVAGNA,RESIDENZA PORTA GUELFA,Case e appartamenti per vacanze,Case e appartamenti per vacanze,Via Ponte delle Tavole 2/4,,06031,PG,0742/362041,,0742/369553,www.residenzaportaguelfa.com,info@residenzaportaguelfa.com,2324350.97332,4756284.99184,12,48,12
534,5457,6,054004,BEVAGNA,SANTA MARIA DEL MONTE,Casa religiosa di ospitalita',Casa religiosa di ospitalita',"Corso Matteotti 11, Vicolo Santa Margherita 1 e 3 ",,06031,PG,0742/360133,,0742/369315,www.benedettine.it,benedettinebevagna@alice.it,2325014.74703,4756314.77657,14,25,14
535,18136,6,054004,BEVAGNA,SUITE TORRE DEL COLLE,Bed & Breakfast,Bed & Breakfast,Via di Mezzo 13,TORRE DEL COLLE,06031,PG,335/8355593,,,,ivan_pompei@hotmail.com,,,2,5,2
536,17267,6,054004,BEVAGNA,TENUTA BELLAFONTE,Agriturismo,3 spighe,Via Colle Nottolo 2 B,TORRE DEL COLLE,06031,PG,0742/710018,,,www.tenutabellafonte.it,info@tenutabellafonte.it,,,5,9,5
537,9492,6,054004,BEVAGNA,TORRE DEI CONTI,Bed & Breakfast,Bed & Breakfast,Via Castello di Radiome 2,GAGLIOLI,06031,PG,0742/361839,334/2911067,0742/361839,www.torredeiconti.it,info@torredeiconti.it,2322461.53206,4753452.7422,2,4,1
538,17816,6,054004,BEVAGNA,TURRISCOLLIS OSTELLO DIFFUSO,Ostello della gioventu',Ostello della gioventu',Via di Mezzo 3 e 12,TORRE DEL COLLE,06031,PG,335/5823990,,,,info@ostellodiffuso.com,,,8,21,9
539,6244,10,054005,CAMPELLO SUL CLITUNNO,AZIENDA AGRARIA EREDI ANDREA GRADASSI,Agriturismo,2 spighe,Località Palazzetto ,,06042,PG,0743521009,,0743222627,www.agriilpalazzetto.com,agri.ilpalazzetto@libero.it,2338997.18924,4744420.5332,1,5,1
540,18191,10,054005,CAMPELLO SUL CLITUNNO,B&B BELVEDERE,Bed & Breakfast,Bed & Breakfast,Via delle Querce 3/b,FONTANELLE,06042,PG,3386522350,0743521312,,,francescaplini@yahoo.it,,,2,4,2
541,18477,10,054005,CAMPELLO SUL CLITUNNO,B&B IL GIOVINE,Bed & Breakfast,Bed & Breakfast,Via Plinio il Giovine 18,PISSIGNANO,06042,PG,3318828406,3280364443,,,bebilgiovine@gmail.com,,,2,4,2
542,6570,10,054005,CAMPELLO SUL CLITUNNO,BACHETONI ROSSI VACCARI ANTONIO,Agriturismo,3 spighe,Località Paradiso 10,,06042,PG,0743521251,,,,frantoiobachetoni@virgilio.it,2342907.66665,4745141.38508,2,10,2
543,6198,10,054005,CAMPELLO SUL CLITUNNO,BENEDETTI,Albergo,3 stelle,Via Giuseppe Verdi 32,,06042,PG,0743520080,,0743275466,www.hotelbenedetti.it,info@hotelbenedetti.it,2337445.90294127,4743370.16536073,22,43,22
544,18388,10,054005,CAMPELLO SUL CLITUNNO,BORGO CAMPELLO,Case e appartamenti per vacanze,Case e appartamenti per vacanze,Borgo Rovero di Champeaux 18,CASTELLO,06042,PG,0743788010,3401275153,,www.borgocampello.com,info@borgocampello.com,,,5,21,9
545,18686,10,054005,CAMPELLO SUL CLITUNNO,BORGO LIZORI,Case e appartamenti per vacanze,Case e appartamenti per vacanze,via del Castello 45,PISSIGNANO,06042,PG,0743788048,,,www.borgolizori.com,info@borgolizori.com,,,7,25,9
546,9487,10,054005,CAMPELLO SUL CLITUNNO,CARLETTI GIULIA,Agriturismo,2 spighe,Via Belvedere ,,06042,PG,0743 521247,338-5320467,0743 521247,www.frantoiocarletti.it,info@frantoiocarletti.it,2338041.91874344,4744396.78946909,1,2,1
547,10760,10,054005,CAMPELLO SUL CLITUNNO,CASE VACANZE GASPARRI,Case e appartamenti per vacanze,Case e appartamenti per vacanze,Via Flaminia 45,,06042,PG,0743 521048,,0743 521048,www.casevacanzegasparri.com,gasparridr@libero.it,2336935.46987,4745242.19797,3,6,3
548,15728,10,054005,CAMPELLO SUL CLITUNNO,CASTELLO DI ACERA,Agriturismo,1 spiga,Loc. Acera ,ACERA,06042,PG,3388242867,0743520604,,,agria.val@libero.it,2342907.66665,4745141.38508,1,4,1
549,17260,10,054005,CAMPELLO SUL CLITUNNO,CERASOLA,Bed & Breakfast,Bed & Breakfast,Via Camesena  loc. Cerasola 3,,06042,PG,3486974268,3277377527,,www.cerasola.weebly.com,cerasolabedbreakfast@gmail.com,,,2,4,2
550,6213,10,054005,CAMPELLO SUL CLITUNNO,CHIACCHIERINI GIOVANNI,Affittacamere,Affittacamere,PETTINO ,PETTINO,06049,PG,0743276021,3332294478,0743276021,www.ristorantepettino.it,ristorantepettino@gmail.com,2341884.28696,4748039.01076,4,8,4
551,16995,10,054005,CAMPELLO SUL CLITUNNO,CONVENTO PADRI BARNABITI,Casa per ferie,Casa per ferie,Via DEL PALAZZETTO 3,,06042,PG,0743 382241,0743 382234,0743 382242,http://alconvento.barnabiti.net,contatti.alconvento@barnabiti.net,,,28,39,36
552,16747,10,054005,CAMPELLO SUL CLITUNNO,CULTURA UMBRA,Agriturismo,1 spiga,loc. Bregnole ,PETTINO,06042,PG,339 2458404,3400712469,,www.umbrianculture.com,mac@montefalcomob.com,,,3,9,3
553,6199,10,054005,CAMPELLO SUL CLITUNNO,FONTANELLE,Albergo,3 stelle,VIA DEGLI ELCI 1,FONTANELLE,06042,PG,0743521091,,0743275052,www.albergofontanelle.it,info@albergofontanelle.it,2339695.44016261,4743843.0986795,12,22,12
554,6795,10,054005,CAMPELLO SUL CLITUNNO,GRADASSI FRANCESCO,Agriturismo,4 spighe,STRADA DELLE VENE 6,,06042,PG,0743521338,3494200063,0743270043,www.marfuga.it,marfuga@marfuga.it,2337816.62315979,4744531.54703992,5,19,5
555,17454,10,054005,CAMPELLO SUL CLITUNNO,GUEST ART HOUSE,Affittacamere,Affittacamere,Via Flaminia 30,PISSIGNANO,06042,PG,3319853179,3926474322,,www.guestarthouse.eu,info@guestarthouse.eu,,,2,5,2
556,16748,10,054005,CAMPELLO SUL CLITUNNO,LE TORRETTE,Bed & Breakfast,Bed & Breakfast,Via delle Torrette 85,,06042,PG,0743 521024,3393766035,,www.bed-and-breakfast-le-torrette.com,robertaloretoni@libero.it,,,2,4,2
557,16643,10,054005,CAMPELLO SUL CLITUNNO,LORD BYRON,Case e appartamenti per vacanze,Case e appartamenti per vacanze,Via del Tempio 1,,06042,PG,0743275100,3662894615,0743275100,www.residencelordbyron.it,info@residencelordbyron.it,,,11,25,17
558,9230,10,054005,CAMPELLO SUL CLITUNNO,NONNA SESTINA,Agriturismo,2 spighe,Via Delle Torrette - Lenano 65,,06042,PG,0743274138,,0743274138,,ritamorocchi@libero.it,2339157.27226216,4743584.2790653,3,8,3
559,16202,10,054005,CAMPELLO SUL CLITUNNO,PETTINO,Agriturismo,1 spiga,Loc. PETTINO 31,PETTINO,06042,PG,0743276021,3332294478,,www.agriturismopettino.it,ristorantepettino@gmail.com,2341867.11474,4748543.64531,1,2,1
560,18436,10,054005,CAMPELLO SUL CLITUNNO,PIEVE SANT'ANGELO,Affittacamere,Affittacamere,via del Tempio 5,,06042,PG,0743521010,3355987677,,www.pievesantangelo.it,info@pievesantangelo.it,,,6,12,5
561,6223,10,054005,CAMPELLO SUL CLITUNNO,SETTECAMINI,Affittacamere,Affittacamere,VIA SETTECAMINI 22,,06042,PG,3475826894,,,www.clitunnocamere.it,info@clitunnocamere.it,2337350.26741306,4743613.74248174,6,12,6
562,15708,2,054006,CANNARA,AGRI SANTA LUCIA,Agriturismo,1 spiga,Via Santa Lucia 52,COLLEMANCIO,06033,PG,0742622362,,,,,2319199.32525,4763930.45859,3,9,3
563,18245,2,054006,CANNARA,AGRITURISMO ARCO ROMANO,Agriturismo,1 spiga,Voc. San Salvatore ,COLLEMANCIO,06033,PG,3493784137,3775401201,,,agorappresentanze@gmail.com,,,2,7,2
564,7705,2,054006,CANNARA,AGRITURISMO IL CERRETO,Agriturismo,5 spighe,Via San Nicola - Loc. Ramaceto 9,,06033,PG,0759869050,,,www.agricer.it,info@agricer.it,2319163.4094,4763015.16488,9,17,8
565,15236,2,054006,CANNARA,AL VECCHIO POZZO,Agriturismo,2 spighe,Voc. Fornaci 156,,06033,PG,337651951,,,www.alvecchiopozzo.it,info@alvecchiopozzo.it,2320732.64316,4762767.4711,4,10,4
566,16827,2,054006,CANNARA,ANTICA DIMORA DELLE ACQUE di Angelucci Massimo,Bed & Breakfast,Bed & Breakfast,Via del Borgo 9,,06033,PG,3386332663,3356453478,0742431040,www.anticadimoradelleacque.com,info@bedandbreakfastassisi.it,,,1,2,1
567,18620,2,054006,CANNARA,ASSISI DAL POGGIO di Piccini Paolo,Bed & Breakfast,Bed & Breakfast,Strada Santa Lucia 37/a,,06033,PG,3489006057,3384459255,,,letipicci@gmail.com,,,2,3,2
568,7944,2,054006,CANNARA,BARBARA di Angelini Gilberto,Bed & Breakfast,Bed & Breakfast,Voc. Bevagna 29,,06033,PG,074272731,3387789836,,www.bbbarbara.it,info@bbbarbara.it,2322966.43895,4763043.78699,3,7,3
569,18412,2,054006,CANNARA,CUOR DI LAVANDA di Barbetta Massimiliano,Bed & Breakfast,Bed & Breakfast,Voc. Santissimi Apostoli 101,,06033,PG,3391600234,3356373621,,,massimiliano.barbetta@hotmail.it,,,2,5,2
570,7942,2,054006,CANNARA,DA PATTY di Cuccagna Antonia,Bed & Breakfast,Bed & Breakfast,Via S. Donato Bottica 1,,06033,PG,074272675,,,,ballante63@libero.it,2323077.95471,4763269.12647,3,7,2
571,16218,2,054006,CANNARA,ELGARO' di Gargano Enrico,Bed & Breakfast,Bed & Breakfast,Voc. Conversino 164/a,,06033,PG,0742720354,3461645178,0742720354,www.elgaro.it,info@elgaro.it,2319969.2801,4761799.23494,3,7,3
572,15342,2,054006,CANNARA,EXPERIENCE UMBRIA,Agriturismo,3 spighe,Voc. Bevagna 16,,06033,PG,3496533200,,074272164,www.experienceumbria.com,mpalermi@gmail.com,2322739.56644,4762478.56886,8,20,6
573,7563,2,054006,CANNARA,HOTEL HORTENSIS,Albergo,3 stelle,Via  Enrico Berlinguer ,,06033,PG,0742730026,3311566572,0742730026,www.hotelhortensis.com,info@hotelhortensis.com,2322636.67578,4763443.53512,45,79,45
574,4882,2,054006,CANNARA,HOTEL IL RIENTRO,Albergo,2 stelle,Via Santo Stefano 31,COLLEMANCIO,06033,PG,074272420,3356346969,0742720218,,albergoilrientro@gmail.com,2317898.71187,4761723.93527,10,18,10
575,7068,2,054006,CANNARA,IL CASALE DEL CIPRESSO,Agriturismo,2 spighe,Via Conversino 160,,06033,PG,074272534,,074272534,www.ilcasaledelcipresso.com,info@ilcasaledelcipresso.com,2320026.91638,4762565.9707,5,15,5
576,5038,2,054006,CANNARA,IL CICALETO,Agriturismo,4 spighe,Via Cicaleto 4,COLLEMANCIO,06033,PG,074272623,3299081550,0742361456,www.ilcicaleto.it,info@ilcicaleto.it,2319395.51269,4761820.24579,12,24,12
577,18333,2,054006,CANNARA,LA CASA DEI TIGLI di Petrini Elena,Bed & Breakfast,Bed & Breakfast,Via Destra Topino 123,,06033,PG,3885827925,3930172918,,www.lacasadeitiglibb.com,lacasadeitiglibb@gmail.com,,,2,4,2
578,14044,2,054006,CANNARA,LA VECCHIA TORRE di Crivella Umberto,Bed & Breakfast,Bed & Breakfast,Via C. Baglioni 98,,06033,PG,3332693998,,,,lavecchiatorre@alice.it,2322880.4742,4763141.18398,2,5,2
579,18192,2,054006,CANNARA,LE ERBETTE di Coccini Milena,Bed & Breakfast,Bed & Breakfast,Via Ducalina 920/a,,06033,PG,3476083235,074272476,074272476,,milena.coccini@tiscali.it,,,2,4,2
580,15205,2,054006,CANNARA,LE RONDINI DI FRANCESCO DI ASSISI,Agriturismo,3 spighe,Via Stradone 45,,06033,PG,0742718193,3474742646,0742718194,www.rondinifrancescoassisi.it,rondini.francesco.assisi@gmail.com,2322727.6982,4765156.17744,10,30,10
581,9531,2,054006,CANNARA,LE ROSETTE di Petrini Sabrina,Bed & Breakfast,Bed & Breakfast,Via Arcatura 34,,06033,PG,3294137042,3460304883,,www.lerosette.altervista.org,le.rosette@libero.it,2323033.18224,4762603.41597,2,3,2
582,18712,2,054006,CANNARA,LE VECCHIE MURA di Agnello Giorgio Maria Antonio,Bed & Breakfast,Bed & Breakfast,Piazza San Matteo 22,,06033,PG,3491908563,,,www.levecchiemuracannara.it,"levecchiemura.cannara@gmail.com, giorgioagnello@msn.com",,,3,6,2
583,16529,2,054006,CANNARA,MADONNA DEL LATTE di Porzi Simonetta,Bed & Breakfast,Bed & Breakfast,Voc. Pilercio 30,COLLEMANCIO,06033,PG,3934373669,3934373669,,www.bbmadonnadellatte.it,madonnadellatte@libero.it,,,3,6,3
584,7491,2,054006,CANNARA,NONNA RANA,Case e appartamenti per vacanze,Case e appartamenti per vacanze,Voc. Conversino ,,06033,PG,0742381754,335 6453478,,www.nonnarana.it,nonnarana@nonnarana.it,2320135.61154,4762591.36235,6,12,6
585,17158,2,054006,CANNARA,PALAZZO DELLE SIGNORINE di Paucchi Franco,Bed & Breakfast,Bed & Breakfast,Piazza Corte Vecchia 12,,06033,PG,3387753959,,,www.palazzodellesignorine.it,info@palazzodellesignorine.it,,,3,8,3
586,17778,2,054006,CANNARA,POGGIO LA GROGNOLA di Turrioni Maria Gabriella,Bed & Breakfast,Bed & Breakfast,Via Cicaleto 3/b,,06033,PG,3333225808,3396677897,,www.poggiolagrognola.it,gabriella_tu@libero.it,,,3,8,3
587,7282,2,054006,CANNARA,TERRANTICA DI URVINUM HORTENSE,Agriturismo,4 spighe,Via San Nicola 69,COLLEMANCIO,06033,PG,074272426,3939449407,074272426,www.agricolaangelucci.it,info@agricolaangelucci.it,2318549.73115,4762227.47008,8,16,10
588,17813,3,054007,CASCIA,UMBRIA WEEKEND,Affittacamere,Affittacamere, loc. Avendita 88,AVENDITA,06043,PG,3397742080,3884624506,,www.umbriaweekend.com,info@umbriaweekend.com,,,1,6,1
589,18542,2,054006,CANNARA,UMBRIA NEL CUORE di Bartoli Ciancaleoni Caterina,Affittacamere,Affittacamere,Via di Piazza 6,COLLEMANCIO,06033,PG,3477595209,3473803579,,www.umbrianelcuore.com,info@umbrianelcuore.com,,,1,2,1
590,17987,2,054006,CANNARA,VILLA COLLE DI ROCCO,Agriturismo,4 spighe,Via Conversino 163,,06033,PG,3484726881,,,www.villacolledirocco.it,info@colledirocco.it,,,5,16,5
591,15500,3,054007,CASCIA,AGRITURISMO BALDASSARI,Agriturismo,Agriturismo,Loc. Avendita di Cascia 162,AVENDITA,06043,PG,0743755086,3397849717,0743755086,www.agriturismobaldassari.com,katia@agriturismobaldassari.com,2357514.83088,4731380.25057,4,8,6
592,7813,3,054007,CASCIA,AGRITURISMO CLEMENTINA,Agriturismo,Agriturismo,Loc. Colmotino di Cascia ,COLMOLINO,06043,PG,3384113512,,,www.agriturismoclementina.it,,2362107.04292,4730648.06137,4,10,3
593,18229,3,054007,CASCIA,AGRITURISMO LA COMMENDA,Agriturismo,Agriturismo,Loc. La Commenda ,,06043,PG,3386835184,3420367187,,,brunella.fr@libero.it,,,4,10,4
